id;Плейлист;Название видео;Лайки;Дизлайки;Просмотры;Комментарии;Продолжительность(с);Дата публикации
178;Новости кино;У Ди Каприо ЗАБРАЛИ ОСКАР!!! (новости кино);13827;891;179354;856;922.0;2017-06-22T09:29:24Z
179;Новости кино;ТАЧКИ 3 – премьеры недели и новости кино;7443;605;123213;449;379.0;2017-06-14T13:26:38Z
180;Новости кино;МУМИЯ и НОВАЯ КИНОВСЕЛЕННАЯ UNIVERSAL (новости кино);5999;356;146169;232;379.0;2017-06-08T08:34:50Z
181;Новости кино;Чудо-женщина – ОГОНЬ? Критики наконец хвалят фильм DC? (новости кино);7686;722;156155;389;330.0;2017-05-31T15:49:53Z
182;Новости кино;Пираты Карибского моря 5 – СЛИВ ИЛИ КРИТИКИ СОШЛИ С УМА? (новости кино);12544;1274;250399;349;320.0;2017-05-24T15:28:03Z
183;Новости кино;Пираты Карибского моря 5 - УКРАЛИ И СЛИЛИ В СЕТЬ? (новости кино);7894;775;291837;243;268.0;2017-05-18T17:23:18Z
184;Новости кино;Гай Ричи и Отряд самоубийц, Стражи Галактики 2, Вейдер, Питт – Новости кино;4932;315;77966;160;347.0;2017-05-10T18:33:11Z
185;Новости кино;Стражи галактики 2, Депп, Форсаж 8 - Новости кино;7238;661;121473;294;422.0;2017-05-03T18:15:13Z
186;Новости кино;СТРАЖИ ГАЛАКТИКИ 2 - ОГОНЬ? (новости кино);12862;544;155986;288;343.0;2017-04-22T18:24:18Z
187;Новости кино;Игра престолов 7 сезон, Pokemon GO и др - Новости кино;5456;195;76501;262;306.0;2016-07-14T18:27:32Z
188;Новости кино;Первый мститель: Противостояние - РВЕТ ПРОКАТ (новости кино);4498;339;102720;239;604.0;2016-05-10T18:29:47Z
189;Новости кино;ВАРКРАФТ - ВСЕ, ЧТО ВЫ НЕ ЗНАЛИ О ФИЛЬМЕ;7376;342;219848;402;378.0;2016-04-23T15:55:50Z
190;Новости кино;Игра престолов 6 сезон - Новости кино;3205;173;68152;200;315.0;2016-04-11T20:32:20Z
191;Новости кино;Бэтмен против Супермена, Дэдпул, Зверополис, Хаус - Новости кино;5044;525;79552;511;454.0;2016-03-31T19:24:02Z
192;Новости кино;Бэтмен против Супермена - Новости кино;3669;203;84346;183;306.0;2016-03-19T23:49:42Z
193;Новости кино;Человек паук, Вачовски, Джон Сноу, Шварценеггер - Новости кино;4405;155;69054;190;350.0;2016-03-13T15:18:01Z
194;Новости кино;Ди Каприо забыл Оскар, Бэтмен против Супермена, Игра престолов - Новости кино;4420;186;85999;137;285.0;2016-03-03T21:09:21Z
195;Новости кино;Почему Ди Каприо не давали Оскар?;22535;1254;652310;994;811.0;2016-02-27T19:18:54Z
196;Новости кино;ДЭДПУЛ, ДИ КАПРИО, ЗВЕЗДНЫЕ ВОЙНЫ - Новости кино;4362;236;57266;186;337.0;2016-02-25T19:06:26Z
197;Новости кино;Ди Каприо сыграет Путина? - Новости кино;4700;217;114412;264;395.0;2016-02-04T11:50:20Z
198;Новости кино;ДЭДПУЛ, БОЙКОТ ОСКАРА, ДРУЗЬЯ - Новости кино;4369;229;55426;197;310.0;2016-01-27T14:49:39Z
199;КИНОФАКТЫ;Гарри Поттер Дэниел Рэдклифф - куда пропал и как живет кумир миллионов;12399;313;183719;606;1711.0;2021-01-31T20:17:15Z
200;КИНОФАКТЫ;Самые ожидаемые фильмы 2021 года;11917;503;244741;857;1477.0;2021-01-26T15:56:54Z
201;КИНОФАКТЫ;10 актеров, идеально попавших в образ;12943;234;170954;566;1089.0;2021-01-22T11:38:55Z
202;КИНОФАКТЫ;Том Хэнкс - куда пропал культовый актер?;15341;319;177413;1067;1646.0;2020-12-22T19:19:50Z
203;КИНОФАКТЫ;10 актеров, которые ушли незаметно;24062;821;594281;974;947.0;2020-12-04T16:39:34Z
204;КИНОФАКТЫ;Джонни Депп - как разрушилась карьера актера;20157;633;363260;1636;1835.0;2020-11-26T16:46:11Z
205;КИНОФАКТЫ;10 актеров идеально попавших в роль;23294;512;376764;1327;1097.0;2020-11-14T15:25:30Z
206;КИНОФАКТЫ;10 дублеров-каскадеров известных актеров;6334;110;84098;296;721.0;2020-10-14T12:24:35Z
207;КИНОФАКТЫ;10 звезд кино уволенных за длинный язык;9028;239;108090;437;855.0;2020-08-27T19:25:37Z
208;КИНОФАКТЫ;10 восходящих голливудских звезд;9877;306;131962;568;872.0;2020-08-20T18:26:04Z
209;КИНОФАКТЫ;10 актеров, которые ушли слишком рано;20294;413;350057;941;1808.0;2020-08-11T14:01:53Z
210;КИНОФАКТЫ;Топ 10 самых дорогих фильмов в истории;12828;625;170690;863;917.0;2020-08-05T17:27:53Z
211;КИНОФАКТЫ;Дуэйн Джонсон - секрет успеха самого позитивного актера планеты;19687;496;231027;1446;1739.0;2020-07-29T16:50:31Z
212;КИНОФАКТЫ;10 топ актеров без образования;9642;205;126425;419;1047.0;2020-07-14T12:51:33Z
213;КИНОФАКТЫ;Актеры воскрешенные компьютерной графикой;10844;238;185023;472;1062.0;2020-07-07T17:51:18Z
214;КИНОФАКТЫ;Цифровой грим: как обнуляют актёров;13544;305;166643;721;1507.0;2020-06-27T13:18:49Z
215;КИНОФАКТЫ;10 топ актеров, пропавших с экранов;13182;463;173431;744;1228.0;2020-05-23T17:49:07Z
216;КИНОФАКТЫ;10 режиссеров - гарантов качества фильмов;15608;491;225525;1558;1831.0;2020-05-19T15:33:37Z
217;КИНОФАКТЫ;5 актеров, скрывающих свои странности и придурь;13699;360;209927;546;1022.0;2020-05-08T17:30:04Z
218;КИНОФАКТЫ;Фильмы, запрещённые в России;22175;2899;325373;2809;1522.0;2020-05-05T13:58:32Z
219;КИНОФАКТЫ;5 актеров со странностями;14197;484;212020;753;902.0;2020-04-27T18:14:56Z
220;КИНОФАКТЫ;10 популярных фильмов, которые оказались РЕМЕЙКАМИ;18871;575;338848;1171;1370.0;2020-04-24T17:28:35Z
221;КИНОФАКТЫ;10 смешных переводов названий фильмов за рубежом;11064;270;135060;352;663.0;2020-04-22T19:19:02Z
222;КИНОФАКТЫ;Кинематограф в жопе. Переносы премьер, когда и что теперь смотреть?;15978;840;216161;1298;1328.0;2020-04-18T13:49:20Z
223;КИНОФАКТЫ;10 актеров - гарантов качества фильмов;38175;1492;890292;3177;2584.0;2020-04-14T17:52:04Z
224;КИНОФАКТЫ;Вин Дизель: от успеха к безумию. Разоблачение альфа-самца.;38487;6014;952362;4983;1672.0;2020-03-30T20:20:19Z
225;КИНОФАКТЫ;10 ТОП АКТЕРОВ БЕЗ ОСКАРА;16013;503;316086;1126;1580.0;2020-03-24T19:50:03Z
226;КИНОФАКТЫ;10 самых ожидаемых фильмов марта 2020;9120;429;172730;649;869.0;2020-03-05T18:51:33Z
227;КИНОФАКТЫ;Оскар 2020 - итоги. Опять несправедливость?;17031;995;288614;1848;1279.0;2020-02-13T22:02:47Z
228;КИНОФАКТЫ;10 главных кинопремьер февраля 2020. Что посмотреть?;10070;641;169705;849;1089.0;2020-01-31T18:26:59Z
229;КИНОФАКТЫ;10 самых ожидаемых фильмов 2020 года;15998;799;337625;990;984.0;2020-01-14T19:05:37Z
230;КИНОФАКТЫ;10 сумасшедших актеров;12477;428;218589;596;892.0;2019-12-25T17:30:22Z
231;КИНОФАКТЫ;10 самых смешных ошибок перевода в фильмах;19826;830;393476;1568;1013.0;2019-12-11T19:33:45Z
232;КИНОФАКТЫ;10 самых ожидаемых кинопремьер декабря 2019;8921;575;160804;1139;997.0;2019-12-04T10:28:06Z
233;КИНОФАКТЫ;10 актеров, которых вы не узнали в образах;17073;1181;607154;628;790.0;2019-11-29T20:35:04Z
234;КИНОФАКТЫ;10 топ актёров, отказавшихся от культовых ролей;20071;775;438794;719;844.0;2019-11-27T18:02:27Z
235;КИНОФАКТЫ;Актеры Терминатора: тогда и сейчас;10216;304;153138;572;818.0;2019-11-05T19:15:14Z
236;КИНОФАКТЫ;10 топ актеров с дефектами внешности;19427;909;506479;790;870.0;2019-10-24T13:38:02Z
237;КИНОФАКТЫ;10 ФИЛЬМОВ, ПРЕДСКАЗАВШИХ ТЕХНОЛОГИИ БУДУЩЕГО;12370;422;251383;561;1221.0;2019-09-27T18:21:20Z
238;КИНОФАКТЫ;10 актеров, которые бросили карьеру;17540;845;462943;Null;1206.0;2019-09-18T17:24:03Z
239;КИНОФАКТЫ;10 ФИЛЬМОВ С ГЛУПЫМИ ОШИБКАМИ ПЕРЕВОДА;13708;586;250564;605;1088.0;2019-08-31T17:38:43Z
240;КИНОФАКТЫ;10 ГЛАВНЫХ КИНОПРЕМЬЕР СЕНТЯБРЯ 2019;12197;476;269980;589;806.0;2019-08-30T18:41:22Z
241;КИНОФАКТЫ;САМЫЕ ТУПЫЕ ОШИБКИ ПЕРЕВОДА В ФИЛЬМАХ;22251;1465;575820;1640;1145.0;2019-08-27T15:57:32Z
242;КИНОФАКТЫ;ТОП 10 ЛУЧШИХ ПЕРЕСТРЕЛОК В КИНО;18072;625;397944;1426;997.0;2019-07-30T17:13:19Z
243;КИНОФАКТЫ;ИГРА ПРЕСТОЛОВ - КТО МОГ СНЯТЬСЯ В СЕРИАЛЕ?;4676;153;83249;207;627.0;2019-06-25T16:00:03Z
244;КИНОФАКТЫ;10 ГЛАВНЫХ КИНОПРЕМЬЕР ИЮНЯ;5531;321;110141;385;717.0;2019-06-07T17:56:18Z
245;КИНОФАКТЫ;КОНЕЦ ИГРЫ ПРЕСТОЛОВ - РАЗБОР И ИТОГИ 8 СЕЗОНА;23037;2576;560121;3799;1833.0;2019-05-30T16:04:38Z
246;КИНОФАКТЫ;10 НЕСКОНЧАЕМЫХ КИНОСЕРИЙ;9521;289;163870;387;801.0;2019-05-23T18:46:36Z
247;КИНОФАКТЫ;Что будет с МАРВЕЛ после Мстителей 4?;8426;536;174850;556;819.0;2019-05-12T10:56:56Z
248;КИНОФАКТЫ;10 ГЛАВНЫХ КИНОПРЕМЬЕР МАЯ 2019;6212;460;146647;462;751.0;2019-05-08T16:57:34Z
249;КИНОФАКТЫ;МСТИТЕЛИ 4 - ВСЁ, ЧТО НУЖНО ПОМНИТЬ ПЕРЕД ФИНАЛОМ;23298;867;621489;897;1438.0;2019-04-24T12:15:26Z
250;КИНОФАКТЫ;ПОЧЕМУ ИГРА ПРЕСТОЛОВ СТАЛА ПОПУЛЯРНОЙ?;11803;389;217901;1062;1027.0;2019-04-16T16:20:21Z
251;КИНОФАКТЫ;10 ГЛАВНЫХ КИНОПРЕМЬЕР АПРЕЛЯ 2019;6141;184;129832;282;688.0;2019-04-01T16:16:18Z
252;КИНОФАКТЫ;10 ТОП ФИЛЬМОВ, которые ТАК И НЕ ВЫШЛИ;10718;271;269624;359;836.0;2019-03-26T17:22:19Z
253;КИНОФАКТЫ;10 ХОРОШИХ ФИЛЬМОВ, СНЯТЫХ ЗА КОПЕЙКИ;13044;372;276338;642;899.0;2019-03-24T10:23:43Z
254;КИНОФАКТЫ;ТОП 10 ЛУЧШИХ КИНОЗЛОДЕЕВ;18283;716;455600;1720;1025.0;2019-03-20T15:01:06Z
255;КИНОФАКТЫ;ЛЮБИМЫЕ АКТЁРЫ КУЛЬТОВЫХ РЕЖИССЁРОВ;14459;358;272723;509;780.0;2019-03-15T16:28:19Z
256;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ МАРТА 2019. Что посмотреть?;5713;411;147562;472;655.0;2019-03-01T17:26:38Z
257;КИНОФАКТЫ;10 АКТЁРОВ, КОТОРЫЕ СТАЛИ УСПЕШНЫМИ РЕЖИССЁРАМИ;8413;174;205985;371;915.0;2019-02-28T18:06:51Z
258;КИНОФАКТЫ;ОСКАР 2019 - ИТОГИ. Опять несправедливость?;16915;1394;496155;1448;1158.0;2019-02-26T19:13:59Z
259;КИНОФАКТЫ;10 ЛУЧШИХ РЕМЕЙКОВ. Франшизы, которым удалось возродиться;11488;528;318441;421;1071.0;2019-02-19T17:38:34Z
260;КИНОФАКТЫ;КАК НИКОЛАС КЕЙДЖ ДОСТИГ ДНА;28251;1727;861816;2084;982.0;2019-02-17T17:15:17Z
261;КИНОФАКТЫ;ГЛАВНЫЕ КИНОПРЕМЬЕРЫ ФЕВРАЛЯ 2019. Что посмотреть?;6420;229;134666;357;624.0;2019-02-01T13:33:53Z
262;КИНОФАКТЫ;10 КУЛЬТОВЫХ РЕЖИССЁРОВ БЕЗ ОСКАРА;13668;294;253486;712;1255.0;2019-01-30T15:57:10Z
263;КИНОФАКТЫ;КТО КОГО ПОГЛОТИЛ? Крупнейшие кинокомпании мира;12563;290;184055;572;736.0;2019-01-26T13:59:55Z
264;КИНОФАКТЫ;САМЫЕ ОЖИДАЕМЫЕ ФИЛЬМЫ 2019;15079;1680;559436;1551;764.0;2019-01-05T08:04:45Z
265;КИНОФАКТЫ;ГЛАВНЫЕ ПРЕМЬЕРЫ ЯНВАРЯ 2019. Что посмотреть на праздниках?;7650;556;202622;661;801.0;2019-01-03T14:57:53Z
266;КИНОФАКТЫ;10 АКТЁРОВ УМЕРШИХ В 2018;5775;375;112432;378;778.0;2018-12-23T15:42:08Z
267;КИНОФАКТЫ;РУССКИЙ МАТ В АМЕРИКАНСКИХ ФИЛЬМАХ;14326;556;321294;645;555.0;2018-12-14T15:16:56Z
268;КИНОФАКТЫ;КИАНУ РИВЗ - так ли скромен, как о нём говорят? РАЗОБЛАЧЕНИЕ;55659;9434;2209496;2757;675.0;2018-12-07T14:05:15Z
269;КИНОФАКТЫ;ГЛАВНЫЙ ПРОВАЛ ДИСНЕЯ 2018. Почему фильмы по Звёздным войнам отменены?;8181;910;150421;816;668.0;2018-12-04T12:27:15Z
270;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ ДЕКАБРЯ 2018. Что посмотреть?;4995;666;122162;482;891.0;2018-11-27T15:50:47Z
271;КИНОФАКТЫ;10 АКТЁРОВ ГАРРИ ПОТТЕРА ТОГДА И СЕЙЧАС;96189;2533;4033149;3717;750.0;2018-11-17T16:50:44Z
272;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ НОЯБРЯ. Что посмотреть?;5388;349;123759;608;744.0;2018-11-09T15:10:56Z
273;КИНОФАКТЫ;ФИЛЬМЫ ИЗМЕНИВШИЕ КИНОИНДУСТРИЮ И ДО ЧЕГО МЫ ДОКАТИЛИСЬ?;18131;699;477353;1177;1624.0;2018-10-06T16:46:01Z
274;КИНОФАКТЫ;Властелин колец – НЕВЕРОЯТНЫЕ ФАКТЫ И СЕКРЕТЫ О КОТОРЫХ НИКТО НЕ ЗНАЛ!;20090;800;446524;1031;803.0;2018-10-01T15:41:05Z
275;КИНОФАКТЫ;ВЕНОМ - ВСЁ, ЧТО ВЫ НЕ ЗНАЛИ О ФИЛЬМЕ!;7116;311;153491;351;463.0;2018-09-26T12:00:17Z
276;КИНОФАКТЫ;10 КИНОФРАНШИЗ, ЗАКОНЧИВШИХСЯ НА ПЕРВОМ ФИЛЬМЕ;15245;704;622927;1293;1103.0;2018-09-12T15:31:05Z
277;КИНОФАКТЫ;10 ГЕРОЕВ ДО и ПОСЛЕ СПЕЦЭФФЕКТОВ;15457;913;1005030;491;708.0;2018-09-05T14:07:45Z
278;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ПРЕМЬЕР СЕНТЯБРЯ 2018. Что посмотреть?;5444;203;121819;326;619.0;2018-08-30T07:36:42Z
279;КИНОФАКТЫ;10 ЛУЧШИХ ЭКРАНИЗАЦИЙ: ОТЛИЧИЯ ОТ КНИГ!;21976;576;566705;807;1082.0;2018-08-23T15:30:00Z
280;КИНОФАКТЫ;10 САМЫХ НЕНАВИСТНЫХ ПЕРСОНАЖЕЙ!;22037;1025;714731;2628;1165.0;2018-08-08T18:09:32Z
281;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ АВГУСТА. Что посмотреть?;4946;242;107592;342;745.0;2018-08-05T17:56:55Z
282;КИНОФАКТЫ;10 ТОП АКТЁРОВ, КОТОРЫЕ ПРОПАЛИ С ЭКРАНОВ!;54148;3226;2479870;2472;1334.0;2018-07-26T13:08:17Z
283;КИНОФАКТЫ;10 ФИЛЬМОВ, КОТОРЫЕ МОГЛИ ЗАКОНЧИТЬСЯ ПО-ДРУГОМУ;7000;490;150569;275;646.0;2018-07-09T18:07:04Z
284;КИНОФАКТЫ;ЧТО ПОСМОТРЕТЬ В ИЮЛЕ? 10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ!;4617;194;91275;220;751.0;2018-07-05T18:58:29Z
285;КИНОФАКТЫ;5 ТОП ФУТБОЛИСТОВ СНИМАВШИХСЯ В КИНО;5533;177;152039;226;659.0;2018-07-03T18:13:25Z
286;КИНОФАКТЫ;ТОП 7 АКТЁРОВ, которые НЕВЕРОЯТНО ИЗМЕНИЛИСЬ!;21555;543;602133;403;718.0;2018-06-19T11:13:10Z
287;КИНОФАКТЫ;10 КОНЦОВОК ПОПУЛЯРНЫХ ФИЛЬМОВ, которые ВЫ НЕ ВИДЕЛИ!;13557;901;416244;345;751.0;2018-06-12T18:39:33Z
288;КИНОФАКТЫ;5 АКТЁРОВ, у которых ПОЕХАЛА КРЫША;69201;23178;4975962;5607;886.0;2018-06-05T13:12:53Z
289;КИНОФАКТЫ;ЧТО ПОСМОТРЕТЬ В ИЮНЕ? 10 самых ожидаемых фильмов;7141;320;136342;390;706.0;2018-05-29T17:34:34Z
290;КИНОФАКТЫ;10 АКТЁРОВ, КОТОРЫЕ ВО ВСЕХ ФИЛЬМАХ ВЕЧНО ОДИНАКОВЫЕ;47906;2449;2092931;3339;1052.0;2018-05-25T18:09:43Z
291;КИНОФАКТЫ;ВСЕ КАМЕО СТЭНА ЛИ!;11293;336;308144;840;662.0;2018-05-15T14:36:55Z
292;КИНОФАКТЫ;ГЕРОИ МАРВЕЛ, ТОГДА И СЕЙЧАС. ИСКОПАЕМАЯ РЖАКА;20544;593;422515;493;979.0;2018-05-08T09:27:33Z
293;КИНОФАКТЫ;5 АКТЁРОВ, ЖИРЕВШИХ или ХУДЕВШИХ РАДИ РОЛИ!;9795;173;153063;271;606.0;2018-04-30T18:07:03Z
294;КИНОФАКТЫ;10 ХУДШИХ СПЕЦЭФФЕКТОВ В ИСТОРИИ КИНО!;52220;7181;2672416;2360;610.0;2018-04-28T15:20:35Z
295;КИНОФАКТЫ;ХУДШАЯ АКТЁРСКАЯ ИГРА В ИСТОРИИ КИНО;54936;3550;1804997;2157;606.0;2018-04-21T14:08:00Z
296;КИНОФАКТЫ;10 АКТЁРОВ ОДНОЙ РОЛИ;18736;1406;688214;1532;926.0;2018-04-16T16:12:42Z
297;КИНОФАКТЫ;5 САМЫХ НЕДООЦЕНЁННЫХ АКТЁРОВ;22940;765;717778;1328;1041.0;2018-04-08T15:27:11Z
298;КИНОФАКТЫ;10 самых ожидаемых фильмов весны 2018;6824;537;118889;672;682.0;2018-04-01T16:48:12Z
299;КИНОФАКТЫ;Спецэффекты в кино, которые вы не заметили!;23162;683;455117;358;621.0;2018-03-25T14:33:12Z
300;КИНОФАКТЫ;10 АКТЁРОВ, которые СЛИШКОМ СИЛЬНО ВЖИВАЛИСЬ В РОЛЬ!;41112;1657;1720614;1132;877.0;2018-03-19T17:53:21Z
301;КИНОФАКТЫ;10 КИНОЗВЁЗД, ПОДНЯВШИХСЯ С САМЫХ НИЗОВ;9962;197;211463;293;984.0;2018-03-14T16:54:11Z
302;КИНОФАКТЫ;10 ПРОРОЧЕСТВ В КИНО И СЕРИАЛАХ!;8523;326;203495;330;798.0;2018-03-12T14:21:00Z
303;КИНОФАКТЫ;ОСКАР 2018 - ИТОГИ. Опять несправедливость?;11621;697;300614;685;886.0;2018-03-08T10:35:04Z
304;КИНОФАКТЫ;ПРАВИЛА ОСКАРА или как определяют победителей;9612;271;177588;375;602.0;2018-03-05T18:10:10Z
305;КИНОФАКТЫ;10 САМЫХ ИНТЕРЕСНЫХ КАМЕО В КИНО!;12837;457;275282;354;524.0;2018-03-03T10:20:45Z
306;КИНОФАКТЫ;10 ТОП АКТЁРОВ РАБОТАВШИХ ЗА ЕДУ!;6571;251;144858;228;570.0;2018-02-19T17:42:49Z
307;КИНОФАКТЫ;10 НЕВЕРОЯТНЫХ АКТЁРОВ ПРОСЛАВИВШИХСЯ РОЛЯМИ ВТОРОГО ПЛАНА!;15548;411;352161;571;614.0;2018-02-17T17:03:56Z
308;КИНОФАКТЫ;10 АКТЁРОВ, КОТОРЫХ ВЫ НЕ УЗНАЛИ!;18170;565;408671;454;621.0;2018-01-30T17:19:12Z
309;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ СУПЕРГЕРОЙСКИХ ФИЛЬМОВ 2018 года;5963;1015;92011;529;681.0;2018-01-22T15:19:40Z
310;КИНОФАКТЫ;ТОП 10 НОВОГОДНИХ КИНОЗАШКВАРОВ!;19658;529;239096;Null;1149.0;2017-12-27T18:38:17Z
311;КИНОФАКТЫ;10 АКТЁРОВ УМЕРШИХ В 2017;8635;439;153198;554;728.0;2017-12-25T17:36:26Z
312;КИНОФАКТЫ;10 СЛУЧАЙНЫХ СЦЕН СТАВШИХ ШЕДЕВРАМИ;55297;3465;2668799;666;602.0;2017-12-20T15:49:30Z
313;КИНОФАКТЫ;10 САМЫХ ИНТЕРЕСНЫХ ВЗРЫВОВ В КИНО и КАК ОНИ СОЗДАВАЛИСЬ!;9326;261;158491;323;776.0;2017-12-19T12:04:35Z
314;КИНОФАКТЫ;10 АКТЁРОВ, отказавшихся от КРУТЫХ ролей!;6566;175;93271;115;479.0;2017-12-12T15:13:07Z
315;КИНОФАКТЫ;10 ТОП АКТЁРОВ и ИХ ПЕРВЫЕ РОЛИ;11415;278;133297;249;632.0;2017-12-05T14:52:49Z
316;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ ЗИМЫ 2017-2018;7632;504;170555;402;603.0;2017-11-28T16:56:26Z
317;КИНОФАКТЫ;10 САМЫХ ЭПИЧНЫХ КИНОБИТВ и КАК ОНИ СНИМАЛИСЬ;40013;1863;1517634;2177;950.0;2017-11-22T17:42:47Z
318;КИНОФАКТЫ;10 ФИЛЬМОВ С САМЫМИ УДАЧНЫМИ АДАПТАЦИЯМИ ЗАРУБЕЖНЫХ НАЗВАНИЙ;7302;187;126318;214;510.0;2017-11-09T17:16:28Z
319;КИНОФАКТЫ;10 АКТЁРОВ ДУБЛЯЖА или КТО ОЗВУЧИВАЕТ КИНОЗВЁЗД;41554;1002;1296724;1999;860.0;2017-10-23T18:34:51Z
320;КИНОФАКТЫ;10 АКТЁРОВ, которых ВЫГНАЛИ из проектов!;18831;628;697547;317;521.0;2017-10-18T15:23:31Z
321;КИНОФАКТЫ;10 ЗВЁЗДНЫХ КАМЕО, которые ВЫ НЕ ЗАМЕТИЛИ!;14127;460;140722;240;363.0;2017-10-10T12:39:24Z
322;КИНОФАКТЫ;10 ФИЛЬМОВ, СПРОВОЦИРОВАВШИХ ПРЕСТУПЛЕНИЯ;18386;536;525219;377;760.0;2017-10-01T12:34:24Z
323;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ ОСЕНИ 2017;5416;312;108942;354;544.0;2017-09-25T14:52:59Z
324;КИНОФАКТЫ;10 САМЫХ УПОРОТЫХ И СМЕШНЫХ СЦЕН В ИНДИЙСКИХ ФИЛЬМАХ;27719;1057;1074730;1042;495.0;2017-09-12T10:42:58Z
325;КИНОФАКТЫ;10 ПАСХАЛОК В КУЛЬТОВЫХ ФИЛЬМАХ;10921;183;133072;130;488.0;2017-08-31T12:00:04Z
326;КИНОФАКТЫ;10 НЕЗАМЕТНЫХ ДЕТАЛЕЙ В ПОПУЛЯРНЫХ ФИЛЬМАХ;9671;198;102108;122;384.0;2017-09-07T12:00:03Z
327;КИНОФАКТЫ;10 САМЫХ БЕЗБАШЕННЫХ ТРЮКОВ В КИНО;15994;192;166642;228;648.0;2017-09-04T14:00:05Z
328;КИНОФАКТЫ;10 КУЛЬТОВЫХ РЕЖИССЕРОВ БЕЗ ОБРАЗОВАНИЯ;14693;263;256933;452;1111.0;2017-08-29T15:16:13Z
329;КИНОФАКТЫ;10 ФИЛЬМОВ, которые ПОРАЖАЮТ ПОТРЯСАЮЩЕЙ РАБОТОЙ ГРИМЕРОВ;27741;639;921935;542;785.0;2017-08-23T13:51:55Z
330;КИНОФАКТЫ;10 АКТЕРОВ, СНИМАВШИХСЯ В ПОРНО;17770;1564;1805184;615;825.0;2017-08-16T16:48:44Z
331;КИНОФАКТЫ;КАК АКТЕРОВ СКРЫВАЮТ ЗА ГРАФИКОЙ. Технология захвата движения;31378;644;859167;470;965.0;2017-08-08T16:17:32Z
332;КИНОФАКТЫ;Человек-Паук: Возвращение домой – НЕВЕРОЯТНАЯ ИСТОРИЯ ГЕРОЯ;7075;528;222358;404;603.0;2017-07-05T17:09:34Z
333;КИНОФАКТЫ;10 САМЫХ УБЫТОЧНЫХ ФИЛЬМОВ В МИРЕ;13351;725;523535;718;602.0;2017-06-30T16:20:33Z
334;КИНОФАКТЫ;10 АКТЕРОВ, УМЕРШИХ ВО ВРЕМЯ СЪЕМОК;48892;4310;5251914;1782;820.0;2017-06-28T18:07:12Z
335;КИНОФАКТЫ;10 АКТЕРОВ С САМЫМИ БОЛЬШИМИ ГОНОРАРАМИ В МИРЕ;22029;706;780505;622;638.0;2017-06-27T12:27:35Z
336;КИНОФАКТЫ;7 АКТЕРОВ, ХУДЕВШИХ или ЖИРЕВШИХ РАДИ РОЛИ;8946;363;222593;297;427.0;2017-06-12T12:51:09Z
337;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ ЛЕТА 2017;6578;301;149873;300;606.0;2017-06-06T17:18:15Z
338;КИНОФАКТЫ;10 НЕСОСТЫКОВОК ПИРАТОВ КАРИБСКОГО МОРЯ 5;19379;5078;961923;2684;514.0;2017-05-28T10:11:27Z
339;КИНОФАКТЫ;10 АКТЕРОВ, ЗАГУБИВШИХ КАРЬЕРУ ОДНОЙ РОЛЬЮ;41781;9352;3648487;3577;784.0;2017-05-23T19:23:22Z
340;КИНОФАКТЫ;10 КОНЦОВОК ФИЛЬМОВ, которые вы НЕ ВИДЕЛИ!;6787;361;293919;138;637.0;2017-05-19T15:45:06Z
341;КИНОФАКТЫ;10 АКТЕРОВ, которые НЕ ЛЮБЯТ свои популярные роли;13575;923;641929;395;632.0;2017-05-15T16:57:25Z
342;КИНОФАКТЫ;10 ГНУСАВЫХ ПЕРЕВОДЧИКОВ ЭПОХИ ВИДЕОКАССЕТ;98961;4213;2446920;5101;675.0;2017-05-09T19:37:49Z
343;КИНОФАКТЫ;10 ОТСЫЛОК К РОССИИ В ФИЛЬМАХ МАРВЕЛ;11174;512;317979;392;617.0;2017-05-04T16:50:33Z
344;КИНОФАКТЫ;10 САМЫХ ПОПУЛЯРНЫХ ФРАЗ В КИНО;27676;1534;911990;1635;668.0;2017-04-27T17:39:55Z
345;КИНОФАКТЫ;10 КОНЦОВОК ФИЛЬМОВ, которые вы НЕ ВИДЕЛИ!;34560;1870;1802071;446;506.0;2017-04-25T15:10:05Z
346;КИНОФАКТЫ;10 ОТСЫЛОК К ФИЛЬМАМ В КОМПЬЮТЕРНЫХ ИГРАХ;10673;395;245801;313;790.0;2017-04-23T17:58:17Z
347;КИНОФАКТЫ;10 САМЫХ ЖЕСТОКИХ УБИЙСТВ В КИНО;12000;668;472054;877;561.0;2017-04-20T16:05:55Z
